tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-96,Sydney Olympics,Hard,64,A,20000918,44,102796,3,,Magnus Norman,R,188,SWE,24.30390144,4,3196,103387,,WC,Paradorn Srichaphan,R,185,THA,21.26488706,93,459,7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,45,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.58179329,8,2313,103428,,,Juan Ignacio Chela,R,190,ARG,21.05407255,57,704,7-6(4) 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,46,102882,11,,Mark Philippoussis,R,196,AUS,23.86310746,15,1435,103709,,WC,Kristian Pless,R,188,DEN,19.60574949,254,132,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,47,103344,,,Ivan Ljubicic,R,193,CRO,21.50308008,91,467,102061,,,Kevin Ullyett,R,178,ZIM,28.32306639,173,218,6-2 4-6 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,48,102856,2,,Gustavo Kuerten,R,190,BRA,24.02190281,3,3283,102783,,,Rainer Schuettler,R,180,GER,24.39972621,59,670,6-4 6-4,3,R32,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,49,102223,,,Karim Alami,R,185,MAR,27.321013,34,968,102148,,,Fabrice Santoro,R,178,FRA,27.77549624,35,950,6-2 5-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,50,103819,,,Roger Federer,R,185,SUI,19.11293635,36,933,102025,,,Mikael Tillstrom,R,185,SWE,28.53935661,61,666,6-1 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,51,103018,,,Max Mirnyi,R,196,BLR,23.20328542,53,761,103151,,,Mariano Zabaleta,R,183,ARG,22.55441478,55,731,7-6(4) 6-2,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,52,103163,,,Tommy Haas,R,188,GER,22.46132786,48,814,102374,6,,Alex Corretja,R,180,ESP,26.43942505,9,2186,7-6(7) 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,53,103507,8,,Juan Carlos Ferrero,R,183,ESP,20.59958932,12,1597,102110,,,Daniel Nestor,L,190,CAN,28.03832991,251,133,7-6(4) 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,54,103324,,,Arnaud Di Pasquale,R,185,FRA,21.60164271,62,663,102796,3,,Magnus Norman,R,188,SWE,24.30390144,4,3196,7-6(4) 7-6(2),3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,55,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.58179329,8,2313,102882,11,,Mark Philippoussis,R,196,AUS,23.86310746,15,1435,7-6(4) 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,56,102856,2,,Gustavo Kuerten,R,190,BRA,24.02190281,3,3283,103344,,,Ivan Ljubicic,R,193,CRO,21.50308008,91,467,7-6(2) 6-3,3,R16,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,57,103819,,,Roger Federer,R,185,SUI,19.11293635,36,933,102223,,,Karim Alami,R,185,MAR,27.321013,34,968,7-6(2) 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,58,103163,,,Tommy Haas,R,188,GER,22.46132786,48,814,103018,,,Max Mirnyi,R,196,BLR,23.20328542,53,761,4-6 7-5 6-3,3,QF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,59,103324,,,Arnaud Di Pasquale,R,185,FRA,21.60164271,62,663,103507,8,,Juan Carlos Ferrero,R,183,ESP,20.59958932,12,1597,6-2 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,60,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.58179329,8,2313,102856,2,,Gustavo Kuerten,R,190,BRA,24.02190281,3,3283,6-4 7-5,3,QF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,61,103163,,,Tommy Haas,R,188,GER,22.46132786,48,814,103819,,,Roger Federer,R,185,SUI,19.11293635,36,933,6-3 6-2,3,SF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,62,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.58179329,8,2313,103324,,,Arnaud Di Pasquale,R,185,FRA,21.60164271,62,663,6-4 6-4,3,SF,,,,,,,,,,,,,,,,,,,
2000-96,Sydney Olympics,Hard,64,A,20000918,63,102338,5,,Yevgeny Kafelnikov,R,190,RUS,26.58179329,8,2313,103163,,,Tommy Haas,R,188,GER,22.46132786,48,814,7-6(4) 3-6 6-2 4-6 6-3,5,F,,,,,,,,,,,,,,,,,,,
2000-416,Rome Masters,Clay,64,M,20000508,1,101736,1,,Andre Agassi,R,180,USA,30.02600958,1,5074,101774,,,Todd Martin,R,198,USA,29.83436003,23,1141,6-2 7-6(4),3,R64,83,1,0,62,47,35,10,10,3,4,15,3,68,45,33,8,10,2,5
2000-416,Rome Masters,Clay,64,M,20000508,2,103292,,Q,Gaston Gaudio,R,175,ARG,21.41273101,46,797,101897,,,Fernando Meligeni,L,180,BRA,29.07323751,33,915,6-1 7-5,3,R64,81,0,3,60,44,31,8,9,2,3,4,1,66,42,28,7,10,3,8
2000-416,Rome Masters,Clay,64,M,20000508,3,102644,,,Franco Squillari,L,183,ARG,24.7118412,37,890,101792,,,Slava Dosedel,R,183,CZE,29.73305955,53,721,2-6 6-3 6-4,3,R64,110,3,3,90,54,39,14,14,6,10,6,1,71,48,34,10,13,0,4
2000-416,Rome Masters,Clay,64,M,20000508,4,103103,15,,Dominik Hrbaty,R,183,SVK,22.34086242,17,1304,101543,,Q,Jeff Tarango,L,180,USA,31.46338125,64,639,6-4 6-1,3,R64,66,8,4,61,42,27,9,9,6,8,1,4,55,44,21,4,8,5,10
2000-416,Rome Masters,Clay,64,M,20000508,5,102374,10,,Alex Corretja,R,180,ESP,26.0752909,11,1634,102344,,,Karol Kucera,R,188,SVK,26.17932923,31,943,6-2 4-6 7-6(5),3,R64,162,4,2,99,50,41,29,15,6,7,8,1,104,56,43,23,15,4,6
2000-416,Rome Masters,Clay,64,M,20000508,6,102562,,,Jiri Novak,R,190,CZE,25.13073238,40,816,103163,,,Tommy Haas,R,188,GER,22.0971937,19,1278,7-6(5) 7-6(2),3,R64,92,1,1,86,59,41,18,12,5,7,5,3,82,42,25,25,12,5,7
2000-416,Rome Masters,Clay,64,M,20000508,7,102148,,,Fabrice Santoro,R,178,FRA,27.41136208,28,972,102133,,WC,Laurence Tieleman,R,180,ITA,27.47980835,98,404,7-5 6-3,3,R64,92,3,1,57,36,30,13,11,1,2,6,3,87,45,29,20,10,13,16
2000-416,Rome Masters,Clay,64,M,20000508,8,102450,8,,Tim Henman,R,185,GBR,25.67008898,10,1672,101647,,,Byron Black,R,175,ZIM,30.58726899,66,631,7-6(5) 6-4,3,R64,97,9,1,81,45,35,18,11,5,7,0,0,64,51,34,7,11,3,6
2000-416,Rome Masters,Clay,64,M,20000508,9,102856,4,,Gustavo Kuerten,R,190,BRA,23.65776865,6,2012,102259,,,Jerome Golmard,L,188,FRA,26.66119097,89,455,6-4 6-1,3,R64,63,11,3,40,21,19,11,8,0,1,3,6,69,35,18,15,9,7,12
2000-416,Rome Masters,Clay,64,M,20000508,10,102882,,,Mark Philippoussis,R,196,AUS,23.49897331,24,1106,101820,,,Marc Rosset,R,201,SUI,29.50034223,43,816,6-3 1-6 7-6(2),3,R64,115,6,8,97,55,41,18,14,7,11,6,5,80,43,33,17,14,2,5
2000-416,Rome Masters,Clay,64,M,20000508,11,103151,,,Mariano Zabaleta,R,183,ARG,22.19028063,45,807,101990,,,Richard Krajicek,R,196,NED,28.42162902,34,907,6-4 6-4,3,R64,104,1,1,75,30,22,28,10,8,8,4,3,67,39,28,14,10,9,11
2000-416,Rome Masters,Clay,64,M,20000508,12,101962,14,,Younes El Aynaoui,R,193,MAR,28.65434634,16,1337,102434,,,Vincent Spadea,R,183,USA,25.80424367,41,816,6-2 6-3,3,R64,69,8,3,48,24,21,13,9,1,2,5,2,58,27,16,11,8,9,13
2000-416,Rome Masters,Clay,64,M,20000508,13,102539,,Q,Bohdan Ulihrach,R,188,CZE,25.20465435,109,369,102158,12,,Patrick Rafter,R,185,AUS,27.35934292,13,1435,3-6 6-4 6-3,3,R64,131,4,3,98,70,45,19,14,5,6,9,1,84,54,44,13,14,5,7
2000-416,Rome Masters,Clay,64,M,20000508,14,102610,,,Albert Costa,R,180,ESP,24.87063655,21,1207,102287,,Q,Albert Portas,R,188,ESP,26.47775496,69,581,6-2 6-3,3,R64,60,2,2,51,23,17,16,8,4,5,1,5,47,21,11,10,9,1,6
2000-416,Rome Masters,Clay,64,M,20000508,15,101532,,,Francisco Clavet,L,183,ESP,31.53730322,63,644,101964,,Q,Goran Ivanisevic,L,193,CRO,28.65160849,62,648,6-4 3-6 7-5,3,R64,122,1,0,94,63,39,18,15,5,9,12,6,98,58,38,19,16,6,11
2000-416,Rome Masters,Clay,64,M,20000508,16,102839,6,,Nicolas Lapentti,R,188,ECU,23.73442847,8,1879,102563,,,Thomas Johansson,R,180,SWE,25.12525667,59,667,6-4 7-5,3,R64,102,7,1,65,44,29,10,11,5,9,4,7,77,34,20,16,11,11,17
2000-416,Rome Masters,Clay,64,M,20000508,17,101611,5,,Cedric Pioline,R,188,FRA,30.89664613,5,2061,102162,,,Chris Woodruff,R,188,USA,27.34565366,39,839,6-1 6-1,3,R64,58,7,1,44,31,22,9,7,0,0,3,3,45,28,13,6,7,4,9
2000-416,Rome Masters,Clay,64,M,20000508,18,102318,,Q,Andrei Pavel,R,183,ROU,26.27789185,83,489,102765,,,Nicolas Escude,R,185,FRA,24.09582478,22,1180,6-1 4-6 6-3,3,R64,111,4,2,78,57,39,8,13,2,6,5,4,97,49,30,19,13,9,16
2000-416,Rome Masters,Clay,64,M,20000508,19,102456,,,Felix Mantilla,R,180,ESP,25.62354552,55,680,103428,,Q,Juan Ignacio Chela,R,190,ARG,20.6899384,54,700,6-3 6-3,3,R64,64,0,0,44,21,11,18,9,0,2,4,0,54,25,15,11,9,4,9
2000-416,Rome Masters,Clay,64,M,20000508,20,103498,,,Marat Safin,R,193,RUS,20.27926078,14,1370,102701,11,,Marcelo Rios,L,175,CHI,24.36687201,20,1213,6-1 6-4,3,R64,58,9,1,55,38,31,9,9,2,2,5,2,59,43,27,6,8,6,9
2000-416,Rome Masters,Clay,64,M,20000508,21,102950,,,Fernando Vicente,R,180,ESP,23.16769336,30,947,102257,13,,Greg Rusedski,L,193,GBR,26.66940452,15,1367,6-3 6-1,3,R64,61,1,1,41,24,18,11,8,1,2,3,4,51,28,16,7,8,6,11
2000-416,Rome Masters,Clay,64,M,20000508,22,102446,,,Andrei Medvedev,R,193,UKR,25.68651608,25,1051,103819,,,Roger Federer,R,185,SUI,18.74880219,51,732,3-6 6-3 7-5,3,R64,118,8,1,110,65,47,25,15,12,13,5,4,88,47,36,22,15,2,4
2000-416,Rome Masters,Clay,64,M,20000508,23,102845,,,Carlos Moya,R,190,ESP,23.69609856,36,895,102104,,Q,Christian Ruud,R,188,NOR,27.70431212,86,478,6-3 6-1,3,R64,56,5,0,40,23,20,12,8,0,0,0,2,57,30,18,12,8,2,6
2000-416,Rome Masters,Clay,64,M,20000508,24,102796,3,,Magnus Norman,R,188,SWE,23.93976728,4,2314,103206,,,Sebastien Grosjean,R,175,FRA,21.94387406,35,900,6-3 7-6(2),3,R64,111,10,0,66,42,35,12,11,2,4,0,0,90,46,26,23,10,9,12
2000-416,Rome Masters,Clay,64,M,20000508,25,102358,7,,Thomas Enqvist,R,190,SWE,26.15468857,9,1811,101888,,,Daniel Vacek,R,190,CZE,29.10335387,47,785,6-1 6-2,3,R64,52,2,2,47,28,21,13,8,1,1,2,4,50,31,16,8,7,3,7
2000-416,Rome Masters,Clay,64,M,20000508,26,102021,,,Michael Chang,R,175,USA,28.20807666,32,931,101965,,,Wayne Ferreira,R,185,RSA,28.64613279,50,747,4-6 6-2 7-6(5),3,R64,151,2,2,118,74,48,26,15,8,11,6,1,102,58,41,21,15,4,8
2000-416,Rome Masters,Clay,64,M,20000508,27,103324,,,Arnaud Di Pasquale,R,185,FRA,21.23750856,58,677,102223,,,Karim Alami,R,185,MAR,26.95687885,27,981,6-3 6-2,3,R64,65,2,3,60,47,36,5,9,2,2,1,1,47,27,19,10,8,6,9
2000-416,Rome Masters,Clay,64,M,20000508,28,103720,9,,Lleyton Hewitt,R,180,AUS,19.20054757,12,1523,102905,,,Stefan Koubek,L,175,AUT,23.34565366,26,985,6-4 6-2,3,R64,77,4,3,51,31,26,13,9,0,0,2,1,49,27,16,13,9,1,4
2000-416,Rome Masters,Clay,64,M,20000508,29,103507,16,,Juan Carlos Ferrero,R,183,ESP,20.23545517,18,1293,102106,,WC,Davide Sanguinetti,R,188,ITA,27.70157426,99,401,6-4 6-7(5) 7-5,3,R64,154,4,4,115,72,50,22,17,6,10,9,2,119,71,49,20,17,6,12
2000-416,Rome Masters,Clay,64,M,20000508,30,102271,,,Hicham Arazi,L,175,MAR,26.55167693,29,968,102854,,,Sjeng Schalken,R,193,NED,23.66324435,44,811,6-3 6-2,3,R64,63,6,1,55,43,33,6,9,3,3,3,4,52,34,20,7,8,2,5
2000-416,Rome Masters,Clay,64,M,20000508,31,103264,,,Mariano Puerta,L,180,ARG,21.63449692,38,850,101746,,WC,Renzo Furlan,R,175,ITA,29.97672827,482,45,6-2 6-3,3,R64,67,2,1,43,25,22,12,8,1,1,3,0,58,40,22,10,9,6,10
2000-416,Rome Masters,Clay,64,M,20000508,32,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.21765914,3,2828,102247,,WC,Andrea Gaudenzi,R,183,ITA,26.77344285,65,635,6-3 2-6 7-5,3,R64,105,5,6,87,38,27,24,15,3,8,5,3,78,35,28,17,14,0,5
2000-416,Rome Masters,Clay,64,M,20000508,33,101736,1,,Andre Agassi,R,180,USA,30.02600958,1,5074,103292,,Q,Gaston Gaudio,R,175,ARG,21.41273101,46,797,6-1 6-4,3,R32,63,4,1,43,28,24,13,9,1,1,4,2,58,41,26,6,8,5,8
2000-416,Rome Masters,Clay,64,M,20000508,34,103103,15,,Dominik Hrbaty,R,183,SVK,22.34086242,17,1304,102644,,,Franco Squillari,L,183,ARG,24.7118412,37,890,6-4 7-6(3),3,R32,97,3,3,74,44,31,13,11,3,6,7,5,75,35,25,16,11,3,7
2000-416,Rome Masters,Clay,64,M,20000508,35,102374,10,,Alex Corretja,R,180,ESP,26.0752909,11,1634,102562,,,Jiri Novak,R,190,CZE,25.13073238,40,816,6-3 7-6(4),3,R32,90,8,1,71,35,27,22,11,4,5,6,0,62,44,29,11,10,1,3
2000-416,Rome Masters,Clay,64,M,20000508,36,102148,,,Fabrice Santoro,R,178,FRA,27.41136208,28,972,102450,8,,Tim Henman,R,185,GBR,25.67008898,10,1672,7-6(5) 4-6 6-4,3,R32,156,4,3,106,69,47,23,16,5,7,4,2,101,52,38,28,16,3,5
2000-416,Rome Masters,Clay,64,M,20000508,37,102856,4,,Gustavo Kuerten,R,190,BRA,23.65776865,6,2012,102882,,,Mark Philippoussis,R,196,AUS,23.49897331,24,1106,6-2 6-2,3,R32,47,9,0,36,19,19,13,8,0,0,3,3,45,24,15,7,8,1,5
2000-416,Rome Masters,Clay,64,M,20000508,38,101962,14,,Younes El Aynaoui,R,193,MAR,28.65434634,16,1337,103151,,,Mariano Zabaleta,R,183,ARG,22.19028063,45,807,3-6 7-6(2) 7-6(6),3,R32,160,9,3,120,76,53,25,17,6,9,2,0,106,76,59,13,16,2,3
2000-416,Rome Masters,Clay,64,M,20000508,39,102610,,,Albert Costa,R,180,ESP,24.87063655,21,1207,102539,,Q,Bohdan Ulihrach,R,188,CZE,25.20465435,109,369,6-1 6-2,3,R32,58,10,0,54,38,27,10,8,2,2,0,2,45,26,14,7,7,2,6
2000-416,Rome Masters,Clay,64,M,20000508,40,101532,,,Francisco Clavet,L,183,ESP,31.53730322,63,644,102839,6,,Nicolas Lapentti,R,188,ECU,23.73442847,8,1879,7-5 6-4,3,R32,111,2,2,67,42,29,17,11,0,1,2,4,86,50,31,18,11,4,7
2000-416,Rome Masters,Clay,64,M,20000508,41,102318,,Q,Andrei Pavel,R,183,ROU,26.27789185,83,489,101611,5,,Cedric Pioline,R,188,FRA,30.89664613,5,2061,3-6 6-1 7-6(5),3,R32,144,7,0,102,76,53,9,14,8,11,6,4,100,59,37,19,14,6,10
2000-416,Rome Masters,Clay,64,M,20000508,42,102456,,,Felix Mantilla,R,180,ESP,25.62354552,55,680,103498,,,Marat Safin,R,193,RUS,20.27926078,14,1370,7-5 6-7(5) 6-3,3,R32,152,6,1,118,60,44,34,17,4,5,18,2,96,50,44,20,16,2,5
2000-416,Rome Masters,Clay,64,M,20000508,43,102446,,,Andrei Medvedev,R,193,UKR,25.68651608,25,1051,102950,,,Fernando Vicente,R,180,ESP,23.16769336,30,947,6-2 7-5,3,R32,77,2,2,63,48,37,7,10,2,2,1,3,73,50,34,7,10,4,7
2000-416,Rome Masters,Clay,64,M,20000508,44,102796,3,,Magnus Norman,R,188,SWE,23.93976728,4,2314,102845,,,Carlos Moya,R,190,ESP,23.69609856,36,895,6-4 6-2,3,R32,79,2,0,55,32,21,17,9,5,6,0,1,49,18,14,12,9,0,4
2000-416,Rome Masters,Clay,64,M,20000508,45,102358,7,,Thomas Enqvist,R,190,SWE,26.15468857,9,1811,102021,,,Michael Chang,R,175,USA,28.20807666,32,931,2-6 6-4 6-2,3,R32,119,9,2,76,55,37,13,13,2,4,2,0,102,64,44,15,13,7,10
2000-416,Rome Masters,Clay,64,M,20000508,46,103720,9,,Lleyton Hewitt,R,180,AUS,19.20054757,12,1523,103324,,,Arnaud Di Pasquale,R,185,FRA,21.23750856,58,677,6-3 6-7(6) 6-4,3,R32,150,2,3,91,60,44,10,15,1,6,2,6,108,70,40,15,16,6,14
2000-416,Rome Masters,Clay,64,M,20000508,47,103507,16,,Juan Carlos Ferrero,R,183,ESP,20.23545517,18,1293,102271,,,Hicham Arazi,L,175,MAR,26.55167693,29,968,7-6(3) 6-3,3,R32,96,6,5,83,49,35,21,11,5,6,0,2,63,28,19,19,10,3,5
2000-416,Rome Masters,Clay,64,M,20000508,48,103264,,,Mariano Puerta,L,180,ARG,21.63449692,38,850,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.21765914,3,2828,6-4 6-4,3,R32,71,8,0,56,39,29,8,10,4,6,3,3,65,31,19,15,10,2,6
2000-416,Rome Masters,Clay,64,M,20000508,49,103103,15,,Dominik Hrbaty,R,183,SVK,22.34086242,17,1304,101736,1,,Andre Agassi,R,180,USA,30.02600958,1,5074,6-4 6-4,3,R16,78,5,5,64,34,28,13,10,1,2,6,2,68,41,26,12,10,6,9
2000-416,Rome Masters,Clay,64,M,20000508,50,102374,10,,Alex Corretja,R,180,ESP,26.0752909,11,1634,102148,,,Fabrice Santoro,R,178,FRA,27.41136208,28,972,6-2 6-3,3,R16,75,5,2,48,18,14,21,9,0,1,1,2,54,33,19,8,8,2,6
2000-416,Rome Masters,Clay,64,M,20000508,51,102856,4,,Gustavo Kuerten,R,190,BRA,23.65776865,6,2012,101962,14,,Younes El Aynaoui,R,193,MAR,28.65434634,16,1337,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2000-416,Rome Masters,Clay,64,M,20000508,52,102610,,,Albert Costa,R,180,ESP,24.87063655,21,1207,101532,,,Francisco Clavet,L,183,ESP,31.53730322,63,644,6-3 6-2,3,R16,75,3,0,49,31,25,12,9,0,0,2,1,52,36,20,9,8,4,7
2000-416,Rome Masters,Clay,64,M,20000508,53,102456,,,Felix Mantilla,R,180,ESP,25.62354552,55,680,102318,,Q,Andrei Pavel,R,183,ROU,26.27789185,83,489,6-4 6-2,3,R16,92,3,0,55,31,24,13,9,2,3,4,1,69,48,27,10,9,6,10
2000-416,Rome Masters,Clay,64,M,20000508,54,102796,3,,Magnus Norman,R,188,SWE,23.93976728,4,2314,102446,,,Andrei Medvedev,R,193,UKR,25.68651608,25,1051,7-6(4) 6-1,3,R16,78,7,0,57,42,35,10,10,0,0,4,0,62,38,22,16,9,4,6
2000-416,Rome Masters,Clay,64,M,20000508,55,103720,9,,Lleyton Hewitt,R,180,AUS,19.20054757,12,1523,102358,7,,Thomas Enqvist,R,190,SWE,26.15468857,9,1811,7-6(6) 2-6 6-3,3,R16,142,11,6,107,56,36,32,15,7,10,14,3,93,55,37,25,14,3,5
2000-416,Rome Masters,Clay,64,M,20000508,56,103264,,,Mariano Puerta,L,180,ARG,21.63449692,38,850,103507,16,,Juan Carlos Ferrero,R,183,ESP,20.23545517,18,1293,7-6(5) 3-6 6-4,3,R16,155,5,2,108,70,44,20,15,6,10,9,3,110,68,41,23,16,7,11
2000-416,Rome Masters,Clay,64,M,20000508,57,102374,10,,Alex Corretja,R,180,ESP,26.0752909,11,1634,103103,15,,Dominik Hrbaty,R,183,SVK,22.34086242,17,1304,6-1 7-6(5),3,QF,84,9,1,71,39,31,17,10,3,3,2,2,52,33,25,8,9,0,2
2000-416,Rome Masters,Clay,64,M,20000508,58,102856,4,,Gustavo Kuerten,R,190,BRA,23.65776865,6,2012,102610,,,Albert Costa,R,180,ESP,24.87063655,21,1207,6-4 7-5,3,QF,84,5,3,58,27,21,19,11,0,2,2,2,59,32,22,11,11,0,4
2000-416,Rome Masters,Clay,64,M,20000508,59,102796,3,,Magnus Norman,R,188,SWE,23.93976728,4,2314,102456,,,Felix Mantilla,R,180,ESP,25.62354552,55,680,6-4 6-3,3,QF,83,9,0,50,37,28,9,10,1,2,1,0,52,30,21,9,9,4,7
2000-416,Rome Masters,Clay,64,M,20000508,60,103720,9,,Lleyton Hewitt,R,180,AUS,19.20054757,12,1523,103264,,,Mariano Puerta,L,180,ARG,21.63449692,38,850,6-3 3-6 6-1,3,QF,132,12,5,97,62,45,18,13,7,8,6,1,81,48,30,17,12,7,10
2000-416,Rome Masters,Clay,64,M,20000508,61,102856,4,,Gustavo Kuerten,R,190,BRA,23.65776865,6,2012,102374,10,,Alex Corretja,R,180,ESP,26.0752909,11,1634,6-4 6-2,3,SF,88,6,1,70,38,30,15,9,6,6,4,2,51,21,14,16,9,3,6
2000-416,Rome Masters,Clay,64,M,20000508,62,102796,3,,Magnus Norman,R,188,SWE,23.93976728,4,2314,103720,9,,Lleyton Hewitt,R,180,AUS,19.20054757,12,1523,6-3 6-0,3,SF,62,6,0,45,26,23,8,8,0,1,1,1,36,18,10,5,7,1,6
2000-416,Rome Masters,Clay,64,M,20000508,63,102796,3,,Magnus Norman,R,188,SWE,23.93976728,4,2314,102856,4,,Gustavo Kuerten,R,190,BRA,23.65776865,6,2012,6-3 4-6 6-4 6-4,5,F,185,14,1,121,81,57,21,20,5,9,15,5,142,68,48,34,19,15,21
2000-414,Hamburg Masters,Clay,64,M,20000515,1,101948,1,,Pete Sampras,R,185,USA,28.75838467,2,3308,102162,,,Chris Woodruff,R,188,USA,27.36481862,36,843,6-4 7-6(5),3,R64,98,6,8,70,32,25,21,11,2,4,7,1,74,44,32,14,11,4,7
2000-414,Hamburg Masters,Clay,64,M,20000515,2,103324,,,Arnaud Di Pasquale,R,185,FRA,21.25667351,54,706,101792,,,Slava Dosedel,R,183,CZE,29.7522245,51,725,7-5 1-6 6-3,3,R64,117,4,3,90,63,41,13,14,4,8,2,1,97,63,36,23,14,4,8
2000-414,Hamburg Masters,Clay,64,M,20000515,3,102318,,Q,Andrei Pavel,R,183,ROU,26.29705681,70,578,103819,,,Roger Federer,R,185,SUI,18.76796715,50,735,6-4 6-3,3,R64,61,2,1,46,37,28,7,9,0,1,4,2,60,37,24,10,10,0,4
2000-414,Hamburg Masters,Clay,64,M,20000515,4,103507,15,,Juan Carlos Ferrero,R,183,ESP,20.25462012,16,1360,102845,,,Carlos Moya,R,190,ESP,23.71526352,34,894,3-6 6-2 7-6(5),3,R64,119,3,4,84,45,33,24,14,4,7,6,1,105,50,38,23,15,10,14
2000-414,Hamburg Masters,Clay,64,M,20000515,5,103720,10,,Lleyton Hewitt,R,180,AUS,19.21971253,10,1748,102882,,,Mark Philippoussis,R,196,AUS,23.51813826,24,1140,6-4 7-6(6),3,R64,104,7,4,87,46,33,25,11,6,6,12,2,63,34,31,14,11,0,1
2000-414,Hamburg Masters,Clay,64,M,20000515,6,103151,,,Mariano Zabaleta,R,183,ARG,22.20944559,38,837,103292,,,Gaston Gaudio,R,175,ARG,21.43189596,45,802,6-3 6-3,3,R64,75,4,1,54,34,25,10,9,2,3,2,2,59,36,22,12,9,2,6
2000-414,Hamburg Masters,Clay,64,M,20000515,7,102259,,,Jerome Golmard,L,188,FRA,26.68035592,88,459,101806,,WC,Marc Kevin Goellner,R,196,GER,29.64544832,407,61,6-3 6-1,3,R64,62,2,1,45,19,16,18,8,0,0,7,1,56,31,18,10,8,6,10
2000-414,Hamburg Masters,Clay,64,M,20000515,8,102450,8,,Tim Henman,R,185,GBR,25.68925394,12,1661,102271,,,Hicham Arazi,L,175,MAR,26.57084189,27,982,6-4 7-5,3,R64,88,12,1,61,27,23,21,11,2,3,3,3,65,32,20,19,11,2,5
2000-414,Hamburg Masters,Clay,64,M,20000515,9,102796,3,,Magnus Norman,R,188,SWE,23.95893224,4,2785,102563,,,Thomas Johansson,R,180,SWE,25.14442163,59,671,6-2 6-4,3,R64,,,,,,,,,,,,,,,,,,,
2000-414,Hamburg Masters,Clay,64,M,20000515,10,102783,,WC,Rainer Schuettler,R,180,GER,24.05475702,78,534,102434,,,Vincent Spadea,R,183,USA,25.82340862,46,776,6-4 3-6 6-3,3,R64,114,1,6,85,43,33,23,14,0,2,2,3,82,45,32,20,14,4,7
2000-414,Hamburg Masters,Clay,64,M,20000515,11,103252,,Q,Alberto Martin,R,175,ESP,21.7357974,75,547,101888,,,Daniel Vacek,R,190,CZE,29.12251882,47,775,6-4 3-6 6-1,3,R64,85,2,0,66,46,36,15,13,1,2,6,7,94,65,44,11,13,9,12
2000-414,Hamburg Masters,Clay,64,M,20000515,12,101962,13,,Younes El Aynaoui,R,193,MAR,28.67351129,15,1377,101902,,Q,Stephane Huet,L,180,FRA,29.0568104,107,378,6-3 3-6 6-4,3,R64,117,9,2,79,39,32,25,14,2,3,9,2,88,54,43,14,14,9,11
2000-414,Hamburg Masters,Clay,64,M,20000515,13,101965,,,Wayne Ferreira,R,185,RSA,28.66529774,52,717,102158,11,,Patrick Rafter,R,185,AUS,27.37850787,22,1158,6-4 7-5,3,R64,93,7,1,70,40,31,18,11,2,2,3,2,67,37,26,17,11,6,8
