tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-438,Moscow,Carpet,32,A,20001023,9,104022,,WC,Mikhail Youzhny,R,183,RUS,18.32991102,133,288,102148,5,,Fabrice Santoro,R,178,FRA,27.87132101,36,967,6-4 6-2,3,R32,77,6,0,53,26,20,17,9,4,5,3,2,73,37,26,13,9,12,16
2000-438,Moscow,Carpet,32,A,20001023,10,102563,,,Thomas Johansson,R,180,SWE,25.58521561,60,651,102287,,,Albert Portas,R,188,ESP,26.93771389,51,760,6-3 4-6 6-4,3,R32,103,14,3,76,39,34,18,15,2,5,11,5,100,44,33,23,14,11,15
2000-438,Moscow,Carpet,32,A,20001023,11,101320,,,Magnus Gustafsson,R,185,SWE,33.80424367,64,625,101532,,,Francisco Clavet,L,183,ESP,31.99726215,46,816,6-4 6-4,3,R32,92,3,3,73,42,29,14,10,8,11,4,3,75,40,23,17,10,7,12
2000-438,Moscow,Carpet,32,A,20001023,12,101820,4,,Marc Rosset,R,201,SUI,29.96030116,35,975,101772,,WC,Andrei Cherkasov,R,180,RUS,30.30527036,214,169,6-2 6-4,3,R32,71,13,2,49,34,26,8,9,0,1,1,5,58,34,19,12,9,3,7
2000-438,Moscow,Carpet,32,A,20001023,13,102562,8,,Jiri Novak,R,190,CZE,25.59069131,45,821,101964,,Q,Goran Ivanisevic,L,193,CRO,29.11156742,124,307,3-6 6-3 6-4,3,R32,81,3,0,71,47,37,15,14,2,4,15,15,85,41,38,16,14,4,7
2000-438,Moscow,Carpet,32,A,20001023,14,102694,,Q,Lars Burgsmuller,R,183,GER,24.88158795,256,129,102093,,,Martin Damm,R,188,CZE,28.22724162,67,605,2-6 0-1 RET,3,R32,44,,,,,,,,,,,,,,,,,,
2000-438,Moscow,Carpet,32,A,20001023,15,103252,,,Alberto Martin,R,175,ESP,22.17659138,87,503,102466,,Q,Jan Kroslak,R,188,SVK,26.01779603,163,238,6-7(6) 6-3 6-4,3,R32,120,4,4,105,61,44,23,16,6,9,8,8,105,68,48,12,15,9,14
2000-438,Moscow,Carpet,32,A,20001023,16,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.67761807,7,2651,103350,,WC,Denis Golovanov,L,188,RUS,21.57700205,223,157,7-6(4) 6-4,3,R32,80,6,2,59,31,25,16,11,1,3,5,7,78,40,25,19,11,4,7
2000-438,Moscow,Carpet,32,A,20001023,17,103498,1,,Marat Safin,R,193,RUS,20.73921971,2,3537,101150,,,Gianluca Pozzi,L,180,ITA,35.35112936,47,815,6-1 7-5,3,R16,67,14,2,60,35,28,13,10,2,3,2,3,48,15,10,14,9,5,9
2000-438,Moscow,Carpet,32,A,20001023,18,103166,,,Vladimir Voltchkov,R,180,BLR,22.54620123,62,640,102776,,,Andrew Ilie,R,180,AUS,24.51471595,52,740,7-5 4-6 6-4,3,R16,118,12,9,99,53,44,21,16,5,7,18,7,104,60,45,18,16,1,4
2000-438,Moscow,Carpet,32,A,20001023,19,102184,,,David Prinosil,R,185,GER,27.62491444,56,685,103248,,,Harel Levy,R,185,ISR,22.21765914,61,649,6-3 6-0,3,R16,48,10,3,54,31,25,12,8,4,4,1,0,40,24,14,5,7,1,5
2000-438,Moscow,Carpet,32,A,20001023,20,102035,,,Jonas Bjorkman,R,183,SWE,28.58590007,54,717,103018,6,,Max Mirnyi,R,196,BLR,23.2991102,38,930,6-3 3-6 6-1,3,R16,108,3,2,89,51,37,20,13,4,6,5,0,79,62,38,8,12,7,11
2000-438,Moscow,Carpet,32,A,20001023,21,104022,,WC,Mikhail Youzhny,R,183,RUS,18.32991102,133,288,102563,,,Thomas Johansson,R,180,SWE,25.58521561,60,651,4-6 6-2 7-6(5),3,R16,115,6,3,96,48,35,31,15,4,5,11,6,94,42,32,29,15,3,5
2000-438,Moscow,Carpet,32,A,20001023,22,101820,4,,Marc Rosset,R,201,SUI,29.96030116,35,975,101320,,,Magnus Gustafsson,R,185,SWE,33.80424367,64,625,6-3 6-4,3,R16,67,11,8,59,34,29,11,10,2,3,2,4,55,39,27,5,9,1,4
2000-438,Moscow,Carpet,32,A,20001023,23,102694,,Q,Lars Burgsmuller,R,183,GER,24.88158795,256,129,102562,8,,Jiri Novak,R,190,CZE,25.59069131,45,821,5-7 6-1 6-3,3,R16,101,5,2,84,45,27,26,14,7,10,4,3,83,54,33,14,14,3,9
2000-438,Moscow,Carpet,32,A,20001023,24,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.67761807,7,2651,103252,,,Alberto Martin,R,175,ESP,22.17659138,87,503,6-3 6-1,3,R16,50,3,1,45,24,20,11,8,1,2,1,6,39,17,10,7,8,0,5
2000-438,Moscow,Carpet,32,A,20001023,25,103498,1,,Marat Safin,R,193,RUS,20.73921971,2,3537,103166,,,Vladimir Voltchkov,R,180,BLR,22.54620123,62,640,7-6(5) 6-1,3,QF,,,,,,,,,,,,,,,,,,,
2000-438,Moscow,Carpet,32,A,20001023,26,102184,,,David Prinosil,R,185,GER,27.62491444,56,685,102035,,,Jonas Bjorkman,R,183,SWE,28.58590007,54,717,7-6(3) 5-7 7-6(5),3,QF,161,20,3,128,67,50,29,18,10,14,5,5,116,62,46,31,18,5,8
2000-438,Moscow,Carpet,32,A,20001023,27,101820,4,,Marc Rosset,R,201,SUI,29.96030116,35,975,104022,,WC,Mikhail Youzhny,R,183,RUS,18.32991102,133,288,6-7(2) 6-4 7-6(2),3,QF,151,16,11,109,68,58,21,17,7,8,3,6,118,72,54,26,17,8,10
2000-438,Moscow,Carpet,32,A,20001023,28,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.67761807,7,2651,102694,,Q,Lars Burgsmuller,R,183,GER,24.88158795,256,129,6-3 6-2,3,QF,56,8,3,47,29,25,8,9,1,2,1,4,55,35,22,8,8,9,13
2000-438,Moscow,Carpet,32,A,20001023,29,102184,,,David Prinosil,R,185,GER,27.62491444,56,685,103498,1,,Marat Safin,R,193,RUS,20.73921971,2,3537,6-7(4) 6-3 6-3,3,SF,123,13,4,110,57,47,28,15,6,6,15,0,95,58,44,19,15,6,9
2000-438,Moscow,Carpet,32,A,20001023,30,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.67761807,7,2651,101820,4,,Marc Rosset,R,201,SUI,29.96030116,35,975,4-6 6-2 7-5,3,SF,115,6,0,49,24,17,19,9,3,4,11,3,57,35,25,8,9,4,6
2000-438,Moscow,Carpet,32,A,20001023,31,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.67761807,7,2651,102184,,,David Prinosil,R,185,GER,27.62491444,56,685,6-2 7-5,3,F,77,5,7,56,23,19,17,10,3,5,6,5,62,25,18,13,10,3,8
2000-439,Umag,Clay,32,A,20000717,1,103264,1,,Mariano Puerta,L,180,ARG,21.82614648,21,1211,103031,,,Julian Alonso,R,185,ESP,22.95687885,113,357,6-4 6-1,3,R32,66,1,0,45,29,24,6,8,0,1,4,7,66,31,21,11,9,6,11
2000-439,Umag,Clay,32,A,20000717,2,103344,,,Ivan Ljubicic,R,193,CRO,21.33059548,79,553,103735,,WC,Lovro Zovko,R,190,CRO,19.33196441,348,76,7-6(6) 6-2,3,R32,81,9,3,59,27,25,17,10,1,2,4,4,64,37,27,12,10,4,7
2000-439,Umag,Clay,32,A,20000717,3,101843,,WC,Sergi Bruguera,R,188,ESP,29.50034223,181,209,103181,,,Jiri Vanek,R,185,CZE,22.23134839,83,513,6-3 1-6 7-5,3,R32,114,1,2,85,54,31,14,14,8,15,2,7,85,36,19,25,14,3,10
2000-439,Umag,Clay,32,A,20000717,4,102093,7,,Martin Damm,R,188,CZE,27.95893224,80,547,104282,,WC,Dennis Peschek,U,,GER,16.5284052,,,6-2 6-1,3,R32,45,3,0,42,30,24,9,8,1,1,0,7,40,23,14,4,7,3,7
2000-439,Umag,Clay,32,A,20000717,5,102287,3,,Albert Portas,R,188,ESP,26.66940452,49,765,103457,,,Petr Kralert,R,188,CZE,20.74195756,173,218,6-1 6-3,3,R32,55,1,1,54,32,23,11,8,0,1,1,6,44,28,15,4,8,2,7
2000-439,Umag,Clay,32,A,20000717,6,102539,,,Bohdan Ulihrach,R,188,CZE,25.3963039,85,477,103182,,,Markus Hipfl,R,178,AUT,22.22587269,94,448,6-4 7-5,3,R32,93,1,6,71,46,32,12,11,7,10,3,2,79,55,32,9,11,8,13
2000-439,Umag,Clay,32,A,20000717,7,102753,,Q,Wolfgang Schranz,R,178,AUT,24.32854209,318,92,101826,,,Alex Lopez Moron,R,175,ESP,29.63449692,156,236,3-6 6-2 7-6(7),3,R32,133,2,8,92,52,36,19,14,2,6,1,10,116,65,44,21,15,7,12
2000-439,Umag,Clay,32,A,20000717,8,103252,6,,Alberto Martin,R,175,ESP,21.908282,73,585,103084,,,Guillermo Canas,R,185,ARG,22.64202601,141,271,1-6 6-0 6-4,3,R32,100,1,2,61,41,28,11,11,0,3,1,7,87,47,31,17,12,8,13
2000-439,Umag,Clay,32,A,20000717,9,101997,,Q,Marzio Martelli,R,180,ITA,28.59137577,276,110,101543,5,,Jeff Tarango,L,180,USA,31.6550308,60,698,4-6 6-2 6-1,3,R32,123,7,0,115,55,41,25,13,18,20,2,6,80,35,19,23,12,6,11
2000-439,Umag,Clay,32,A,20000717,10,102650,,Q,Roberto Carretero,R,178,ESP,24.88158795,263,118,102720,,,Tomas Zib,R,178,CZE,24.45995893,153,240,6-3 6-2,3,R32,84,10,3,66,38,27,16,9,5,6,0,1,61,47,24,7,8,7,11
2000-439,Umag,Clay,32,A,20000717,11,102548,,,Juan Antonio Marin,R,175,CRC,25.37713895,86,475,102024,,,Hernan Gumy,R,188,ARG,28.36687201,92,450,5-7 6-2 6-4,3,R32,130,1,1,79,45,31,18,15,4,9,1,2,92,54,31,17,15,2,9
2000-439,Umag,Clay,32,A,20000717,12,102845,4,,Carlos Moya,R,190,ESP,23.88774812,54,727,103256,,Q,Ivan Vajda,R,,CRO,21.86721424,421,58,6-3 6-1,3,R32,58,1,1,57,29,22,16,8,1,1,0,7,42,23,9,10,8,0,4
2000-439,Umag,Clay,32,A,20000717,13,102869,8,,Galo Blanco,R,173,ESP,23.77275838,81,529,103420,,,Michal Tabara,R,175,CZE,20.93360712,138,280,7-5 6-4,3,R32,96,8,2,86,42,31,19,11,9,11,2,3,68,35,25,13,11,5,9
2000-439,Umag,Clay,32,A,20000717,14,103176,,,David Sanchez,R,183,ESP,22.24229979,104,389,102227,,,Sargis Sargsian,R,180,ARM,27.1211499,82,515,6-3 6-4,3,R32,101,0,1,76,53,31,11,9,8,11,3,3,70,41,20,13,10,9,15
2000-439,Umag,Clay,32,A,20000717,15,102153,,,German Puentes,R,173,ESP,27.57837098,128,309,102456,,,Felix Mantilla,R,180,ESP,25.81519507,97,440,6-3 3-6 6-3,3,R32,124,2,3,103,66,34,20,14,8,14,0,1,93,67,30,16,13,10,17
2000-439,Umag,Clay,32,A,20000717,16,102701,2,,Marcelo Rios,L,175,CHI,24.55852156,23,1118,102466,,,Jan Kroslak,R,188,SVK,25.74948665,137,281,6-3 6-1,3,R32,62,4,0,43,20,16,15,8,1,2,4,7,85,50,30,11,8,14,19
2000-439,Umag,Clay,32,A,20000717,17,103264,1,,Mariano Puerta,L,180,ARG,21.82614648,21,1211,103344,,,Ivan Ljubicic,R,193,CRO,21.33059548,79,553,6-4 4-6 6-4,3,R16,129,0,2,85,55,41,19,15,2,4,12,4,94,50,38,21,15,4,7
2000-439,Umag,Clay,32,A,20000717,18,102093,7,,Martin Damm,R,188,CZE,27.95893224,80,547,101843,,WC,Sergi Bruguera,R,188,ESP,29.50034223,181,209,6-3 1-6 6-3,3,R16,80,8,7,79,41,31,20,13,1,4,1,1,65,56,37,4,12,2,5
2000-439,Umag,Clay,32,A,20000717,19,102539,,,Bohdan Ulihrach,R,188,CZE,25.3963039,85,477,102287,3,,Albert Portas,R,188,ESP,26.66940452,49,765,4-6 6-4 6-1,3,R16,112,2,5,103,66,48,16,13,4,6,5,7,87,39,29,20,14,7,12
2000-439,Umag,Clay,32,A,20000717,20,103252,6,,Alberto Martin,R,175,ESP,21.908282,73,585,102753,,Q,Wolfgang Schranz,R,178,AUT,24.32854209,318,92,6-2 6-3,3,R16,74,0,0,70,48,32,13,9,3,3,0,3,50,31,21,7,8,3,6
2000-439,Umag,Clay,32,A,20000717,21,102650,,Q,Roberto Carretero,R,178,ESP,24.88158795,263,118,101997,,Q,Marzio Martelli,R,180,ITA,28.59137577,276,110,6-2 6-3,3,R16,71,3,3,55,34,28,11,9,1,1,4,1,51,29,17,11,8,5,8
2000-439,Umag,Clay,32,A,20000717,22,102845,4,,Carlos Moya,R,190,ESP,23.88774812,54,727,102548,,,Juan Antonio Marin,R,175,CRC,25.37713895,86,475,6-3 6-3,3,R16,67,2,3,52,39,29,7,9,2,3,0,2,67,43,24,10,9,11,15
2000-439,Umag,Clay,32,A,20000717,23,103176,,,David Sanchez,R,183,ESP,22.24229979,104,389,102869,8,,Galo Blanco,R,173,ESP,23.77275838,81,529,6-1 6-4,3,R16,69,1,0,52,36,24,11,9,3,4,1,1,45,19,9,14,8,0,4
2000-439,Umag,Clay,32,A,20000717,24,102701,2,,Marcelo Rios,L,175,CHI,24.55852156,23,1118,102153,,,German Puentes,R,173,ESP,27.57837098,128,309,6-3 6-2,3,R16,74,2,4,58,33,22,11,8,6,8,0,2,71,49,20,12,9,3,9
2000-439,Umag,Clay,32,A,20000717,25,103264,1,,Mariano Puerta,L,180,ARG,21.82614648,21,1211,102093,7,,Martin Damm,R,188,CZE,27.95893224,80,547,6-3 6-2,3,QF,59,4,2,48,36,25,9,9,1,2,5,2,50,25,13,13,8,6,10
2000-439,Umag,Clay,32,A,20000717,26,102539,,,Bohdan Ulihrach,R,188,CZE,25.3963039,85,477,103252,6,,Alberto Martin,R,175,ESP,21.908282,73,585,6-3 4-6 6-4,3,QF,123,4,3,80,50,33,17,14,8,12,1,2,94,71,37,14,15,2,8
2000-439,Umag,Clay,32,A,20000717,27,102845,4,,Carlos Moya,R,190,ESP,23.88774812,54,727,102650,,Q,Roberto Carretero,R,178,ESP,24.88158795,263,118,5-7 6-3 6-4,3,QF,124,8,4,88,52,38,16,15,8,12,3,5,107,59,36,24,16,9,15
2000-439,Umag,Clay,32,A,20000717,28,102701,2,,Marcelo Rios,L,175,CHI,24.55852156,23,1118,103176,,,David Sanchez,R,183,ESP,22.24229979,104,389,7-6(6) 6-2,3,QF,97,6,5,82,39,30,19,10,8,10,0,3,88,55,33,13,10,6,10
2000-439,Umag,Clay,32,A,20000717,29,103264,1,,Mariano Puerta,L,180,ARG,21.82614648,21,1211,102539,,,Bohdan Ulihrach,R,188,CZE,25.3963039,85,477,4-6 6-2 6-3,3,SF,115,3,1,93,59,38,15,13,6,10,5,6,87,52,30,14,14,4,11
2000-439,Umag,Clay,32,A,20000717,30,102701,2,,Marcelo Rios,L,175,CHI,24.55852156,23,1118,102845,4,,Carlos Moya,R,190,ESP,23.88774812,54,727,6-2 7-5,3,SF,81,1,2,57,28,17,23,10,2,3,1,1,71,37,24,15,10,4,8
2000-439,Umag,Clay,32,A,20000717,31,102701,2,,Marcelo Rios,L,175,CHI,24.55852156,23,1118,103264,1,,Mariano Puerta,L,180,ARG,21.82614648,21,1211,7-6(1) 4-6 6-3,3,F,154,13,7,113,58,47,25,15,6,8,5,3,138,86,53,25,16,16,19
2000-403,Miami Masters,Hard,96,M,20000320,1,104053,,WC,Andy Roddick,R,188,USA,17.55509925,989,5,102950,,,Fernando Vicente,R,180,ESP,23.03353867,41,870,6-4 6-0,3,R128,58,5,2,45,25,20,15,8,4,4,4,2,65,41,24,12,8,4,8
2000-403,Miami Masters,Hard,96,M,20000320,2,102318,,,Andrei Pavel,R,183,ROU,26.14373717,67,651,102227,,,Sargis Sargsian,R,180,ARM,26.79534565,56,728,6-1 6-3,3,R128,59,0,1,44,29,19,10,8,1,3,1,3,52,29,15,7,8,4,10
2000-403,Miami Masters,Hard,96,M,20000320,3,102854,,,Sjeng Schalken,R,193,NED,23.52908966,49,781,103182,,,Markus Hipfl,R,178,AUT,21.90006845,84,487,6-3 6-1,3,R128,59,1,2,46,19,14,18,8,2,3,0,2,47,35,16,5,8,1,6
2000-403,Miami Masters,Hard,96,M,20000320,4,103018,,,Max Mirnyi,R,196,BLR,22.70499658,58,714,102025,,,Mikael Tillstrom,R,185,SWE,28.04106776,68,633,6-1 3-6 6-4,3,R128,85,6,4,70,36,33,17,13,1,2,6,7,91,57,40,17,13,10,13
2000-403,Miami Masters,Hard,96,M,20000320,5,102860,,Q,Agustin Calleri,R,183,ARG,23.51266256,124,327,101820,,,Marc Rosset,R,201,SUI,29.36618754,46,796,5-7 6-3 7-6(5),3,R128,139,10,10,101,34,32,37,17,2,5,8,7,108,50,36,34,16,5,8
2000-403,Miami Masters,Hard,96,M,20000320,6,103819,,,Roger Federer,R,185,SUI,18.6146475,53,753,102925,,WC,Justin Gimelstob,R,196,USA,23.14579055,99,422,7-5 6-3,3,R128,73,7,1,67,42,29,19,11,2,2,2,5,60,41,27,11,10,4,6
2000-403,Miami Masters,Hard,96,M,20000320,7,101885,,Q,Wayne Arthurs,L,190,AUS,29.00752909,111,379,101532,,,Francisco Clavet,L,183,ESP,31.40314853,38,876,7-5 6-3,3,R128,65,11,6,56,31,29,16,11,1,1,1,2,53,29,23,14,10,2,4
2000-403,Miami Masters,Hard,96,M,20000320,8,102021,,,Michael Chang,R,175,USA,28.07392197,37,882,102548,,,Juan Antonio Marin,R,175,CRC,25.0513347,73,558,6-3 6-4,3,R128,101,2,2,65,43,32,12,10,3,4,3,3,74,41,30,10,9,11,14
2000-403,Miami Masters,Hard,96,M,20000320,9,101735,,,Richard Fromberg,R,196,AUS,29.89459274,63,675,101543,,,Jeff Tarango,L,180,USA,31.32922656,75,551,7-6(5) 4-6 7-5,3,R128,165,18,6,134,69,47,28,17,16,21,4,9,115,66,45,21,17,5,10
2000-403,Miami Masters,Hard,96,M,20000320,10,101965,,,Wayne Ferreira,R,185,RSA,28.5119781,44,811,102093,,Q,Martin Damm,R,188,CZE,27.63312799,85,483,4-6 6-1 6-4,3,R128,99,4,4,76,42,30,19,14,1,4,5,3,82,40,27,21,13,8,13
2000-403,Miami Masters,Hard,96,M,20000320,11,103294,,,Christophe Rochus,R,170,BEL,21.26214921,87,461,102644,,,Franco Squillari,L,183,ARG,24.57768652,40,873,4-6 6-3 6-4,3,R128,106,0,3,82,45,32,23,15,3,6,8,8,97,51,38,18,14,7,11
2000-403,Miami Masters,Hard,96,M,20000320,12,103356,,Q,Michel Kratochvil,R,185,SUI,20.95277207,136,291,102770,,,John Van Lottum,R,185,NED,23.94250513,93,444,6-3 6-3,3,R128,65,2,6,56,31,25,11,9,2,3,2,2,53,28,15,13,9,2,6
2000-403,Miami Masters,Hard,96,M,20000320,13,102562,,,Jiri Novak,R,190,CZE,24.99657769,42,847,103252,,,Alberto Martin,R,175,ESP,21.58247776,64,671,6-2 6-4,3,R128,60,1,3,53,30,23,13,9,3,4,1,3,56,36,21,8,9,8,12
2000-403,Miami Masters,Hard,96,M,20000320,14,101150,,Q,Gianluca Pozzi,L,180,ITA,34.75701574,83,503,102035,,,Jonas Bjorkman,R,183,SWE,27.99178645,66,659,0-6 7-6(3) 6-3,3,R128,125,2,2,99,47,36,20,14,1,5,5,1,79,39,24,28,13,2,4
2000-403,Miami Masters,Hard,96,M,20000320,15,101964,,,Goran Ivanisevic,L,193,CRO,28.5174538,69,618,102184,,,David Prinosil,R,185,GER,27.03080082,94,438,6-3 6-2,3,R128,66,10,7,57,26,24,15,9,1,1,5,2,60,38,26,7,8,5,8
2000-403,Miami Masters,Hard,96,M,20000320,16,103096,,,Arnaud Clement,R,173,FRA,22.25598905,61,693,102162,,,Chris Woodruff,R,188,USA,27.21149897,47,792,6-4 3-6 6-4,3,R128,131,3,6,101,54,37,24,15,5,9,6,6,81,47,32,16,14,3,7
2000-403,Miami Masters,Hard,96,M,20000320,17,103454,,Q,Nicolas Massu,R,183,CHI,20.44353183,97,430,103324,,,Arnaud Di Pasquale,R,185,FRA,21.10335387,52,760,6-4 4-6 6-0,3,R128,133,1,1,92,57,38,17,13,6,9,1,4,88,60,35,8,13,7,13
2000-403,Miami Masters,Hard,96,M,20000320,18,102998,,,Jan Michael Gambill,R,190,USA,22.79534565,86,473,101792,,,Slava Dosedel,R,183,CZE,29.59890486,50,776,6-4 6-1,3,R128,67,10,6,55,30,26,11,9,3,4,0,4,49,32,18,6,8,2,6
2000-403,Miami Masters,Hard,96,M,20000320,19,102642,,Q,Cyril Saulnier,R,190,FRA,24.59411362,140,282,102563,,,Thomas Johansson,R,180,SWE,24.99110198,55,740,4-6 6-3 7-5,3,R128,123,12,2,114,60,47,24,16,7,10,14,2,81,47,38,15,15,2,6
2000-403,Miami Masters,Hard,96,M,20000320,20,102286,,Q,Wayne Black,R,170,ZIM,26.34633812,152,249,102238,,,Alberto Berasategui,R,173,ESP,26.72689938,65,662,6-4 6-1,3,R128,76,2,4,61,32,26,10,9,6,8,0,8,68,49,29,3,8,7,12
2000-403,Miami Masters,Hard,96,M,20000320,21,103292,,,Gaston Gaudio,R,175,ARG,21.27857632,57,717,102024,,,Hernan Gumy,R,188,ARG,28.04106776,71,584,6-3 6-3,3,R128,64,2,3,48,23,17,18,9,1,2,1,3,49,25,18,9,9,2,6
2000-403,Miami Masters,Hard,96,M,20000320,22,103888,,WC,Mardy Fish,R,188,USA,18.27789185,,,102869,,,Galo Blanco,R,173,ESP,23.44695414,76,549,6-4 0-6 4-1 RET,3,R128,89,3,4,68,39,26,11,11,8,12,3,2,61,40,26,10,11,2,5
2000-403,Miami Masters,Hard,96,M,20000320,23,102834,,WC,Paul Goldstein,R,178,USA,23.62491444,82,505,102104,,,Christian Ruud,R,188,NOR,27.57015743,98,428,6-2 6-1,3,R128,56,1,2,42,25,20,9,8,1,2,0,2,39,25,10,6,7,2,7
2000-403,Miami Masters,Hard,96,M,20000320,24,103084,,,Guillermo Canas,R,185,ARG,22.31622177,70,606,103344,,,Ivan Ljubicic,R,193,CRO,21.00479124,74,555,6-4 7-5,3,R128,85,4,5,68,50,36,8,11,5,7,10,3,67,38,30,7,11,0,4
2000-403,Miami Masters,Hard,96,M,20000320,25,101793,,,Jim Courier,R,185,USA,29.59069131,60,697,103900,,Q,David Nalbandian,R,180,ARG,18.21492129,473,49,6-3 3-6 7-5,3,R128,131,3,4,107,60,38,28,15,7,10,4,11,100,52,38,20,15,6,10
2000-403,Miami Masters,Hard,96,M,20000320,26,102567,,,George Bastl,R,183,SUI,24.96919918,81,513,102538,,Q,Tuomas Ketola,R,185,FIN,25.07597536,153,249,6-4 6-4,3,R128,85,3,2,73,50,35,13,10,8,8,3,1,65,42,30,11,10,1,3
2000-403,Miami Masters,Hard,96,M,20000320,27,102259,,,Jerome Golmard,L,188,FRA,26.52703628,48,785,101888,,,Daniel Vacek,R,190,CZE,28.96919918,45,802,6-4 6-2,3,R128,68,10,0,49,30,25,9,9,0,1,4,7,58,27,18,13,9,2,6
2000-403,Miami Masters,Hard,96,M,20000320,28,103598,,Q,Xavier Malisse,R,185,BEL,19.66872005,167,230,101723,,,Magnus Larsson,R,193,SWE,29.98767967,36,887,6-4 6-3,3,R128,66,10,4,64,35,25,16,10,2,4,2,2,55,35,22,6,9,2,6
2000-403,Miami Masters,Hard,96,M,20000320,29,101647,,,Byron Black,R,175,ZIM,30.45311431,54,752,102783,,,Rainer Schuettler,R,180,GER,23.90143737,59,699,6-3 7-5,3,R128,74,2,0,53,28,19,17,10,1,3,1,4,63,29,21,15,11,5,10
2000-403,Miami Masters,Hard,96,M,20000320,30,102446,,,Andrei Medvedev,R,193,UKR,25.5523614,35,941,102776,,,Andrew Ilie,R,180,AUS,23.92060233,77,546,7-5 6-2,3,R128,78,6,5,80,40,31,20,10,10,11,2,9,70,35,20,16,10,5,9
2000-403,Miami Masters,Hard,96,M,20000320,31,103714,,WC,Andreas Vinciguerra,L,180,SWE,19.08008214,62,678,102344,,,Karol Kucera,R,188,SVK,26.04517454,39,875,6-1 6-3,3,R128,62,5,2,57,33,26,11,8,8,9,0,8,49,20,11,12,8,9,14
2000-403,Miami Masters,Hard,96,M,20000320,32,102845,,,Carlos Moya,R,190,ESP,23.56194387,43,827,102167,,Q,Juan Albert Viloca Puig,R,185,ESP,27.17043121,142,282,6-4 6-2,3,R128,70,3,1,51,27,22,16,9,0,0,0,0,67,47,24,12,9,5,8
2000-403,Miami Masters,Hard,96,M,20000320,33,101736,1,,Andre Agassi,R,180,USA,29.89185489,1,4984,104053,,WC,Andy Roddick,R,188,USA,17.55509925,989,5,6-2 6-3,3,R64,65,6,0,48,32,26,10,8,6,6,2,3,58,28,19,12,9,4,8
2000-403,Miami Masters,Hard,96,M,20000320,34,102318,,,Andrei Pavel,R,183,ROU,26.14373717,67,651,102148,31,,Fabrice Santoro,R,178,FRA,27.27720739,33,984,6-3 4-6 7-6(5),3,R64,129,1,3,114,79,45,18,16,4,9,5,3,101,53,36,21,15,4,9
2000-403,Miami Masters,Hard,96,M,20000320,35,103206,18,,Sebastien Grosjean,R,175,FRA,21.80971937,20,1238,102854,,,Sjeng Schalken,R,193,NED,23.52908966,49,781,6-4 6-3,3,R64,75,1,0,57,30,21,18,10,0,2,1,6,64,30,21,13,9,4,8
2000-403,Miami Masters,Hard,96,M,20000320,36,102158,15,,Patrick Rafter,R,185,AUS,27.22518823,16,1388,103018,,,Max Mirnyi,R,196,BLR,22.70499658,58,714,6-4 6-2,3,R64,70,1,0,44,30,27,10,9,1,1,4,4,69,37,23,16,9,4,7
2000-403,Miami Masters,Hard,96,M,20000320,37,102450,10,,Tim Henman,R,185,GBR,25.53593429,10,1595,102860,,Q,Agustin Calleri,R,183,ARG,23.51266256,124,327,6-3 6-7(5) 6-4,3,R64,140,3,5,98,55,41,29,16,2,3,7,1,108,53,38,33,15,6,9
2000-403,Miami Masters,Hard,96,M,20000320,38,103151,23,,Mariano Zabaleta,R,183,ARG,22.05612594,25,1103,103819,,,Roger Federer,R,185,SUI,18.6146475,53,753,6-4 7-6(7),3,R64,87,3,1,63,32,27,23,11,0,0,5,3,76,45,34,15,11,1,2
2000-403,Miami Masters,Hard,96,M,20000320,39,102765,26,,Nicolas Escude,R,185,FRA,23.96167009,28,1080,101885,,Q,Wayne Arthurs,L,190,AUS,29.00752909,111,379,6-3 6-3,3,R64,58,3,1,41,20,20,16,9,0,0,8,8,57,24,18,15,9,5,8
2000-403,Miami Masters,Hard,96,M,20000320,40,102701,8,,Marcelo Rios,L,175,CHI,24.23271732,8,1868,102021,,,Michael Chang,R,175,USA,28.07392197,37,882,6-4 6-4,3,R64,87,4,3,61,33,24,15,10,0,2,1,3,66,29,19,18,10,6,10
2000-403,Miami Masters,Hard,96,M,20000320,41,101735,,,Richard Fromberg,R,196,AUS,29.89459274,63,675,103017,4,,Nicolas Kiefer,R,183,GER,22.70773443,4,2352,6-4 6-4,3,R64,76,7,1,60,37,29,14,10,0,0,1,2,51,26,16,19,10,1,3
